                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     41,                0.60688,                0.57065,                 1.0703,                0.67324,                0.70373,                 1.1021,                 0.8833,                0.87651,                0.94787,                0.77491,                0.81654,                0.53232,                 1.2843,                0.84493,                0.63053,                 1.3521,             0.00029014,             0.00029014,             0.00029014
                     42,                0.61603,                0.60005,                   1.08,                0.68639,                0.71655,                 1.1108,                0.88314,                0.81583,                0.91867,                0.72881,                0.91934,                0.63297,                 1.3922,                0.92724,                0.73997,                 1.4406,             0.00028904,             0.00028904,             0.00028904
                     43,                0.63105,                0.61423,                 1.0845,                0.70841,                0.75113,                  1.117,                0.89335,                0.81664,                0.92879,                0.74434,                0.90664,                 0.5471,                  1.371,                0.93016,                0.66187,                 1.3934,             0.00028795,             0.00028795,             0.00028795
                     44,                0.61972,                0.60027,                 1.0876,                0.68963,                0.70026,                 1.1138,                0.82666,                0.84039,                0.91621,                0.74395,                0.83828,                0.62696,                 1.2834,                 0.8468,                0.65353,                 1.3001,             0.00028685,             0.00028685,             0.00028685
                     45,                0.60833,                0.57353,                 1.0735,                0.68748,                0.70034,                 1.1071,                0.89186,                0.82102,                0.95322,                0.78865,                0.78724,                0.52541,                 1.2514,                 0.7858,                0.53063,                 1.2558,             0.00028575,             0.00028575,             0.00028575
                     46,                0.61666,                 0.5997,                 1.0789,                0.68553,                0.71025,                 1.1056,                0.92408,                0.83051,                0.92223,                0.74194,                0.88251,                0.63114,                 1.3404,                0.89533,                0.69669,                  1.373,             0.00028465,             0.00028465,             0.00028465
                     47,                0.61058,                0.56053,                 1.0735,                0.68128,                0.65698,                 1.1034,                 0.9179,                0.86279,                0.93001,                0.75454,                0.83344,                0.68666,                 1.3033,                 0.8592,                0.71414,                 1.3402,             0.00028355,             0.00028355,             0.00028355
                     48,                0.60563,                 0.5734,                 1.0752,                 0.6706,                0.69254,                 1.1056,                0.89156,                0.84797,                0.92097,                0.74016,                0.84105,                0.59643,                 1.2917,                0.86838,                0.69025,                  1.324,             0.00028245,             0.00028245,             0.00028245
                     49,                0.61785,                0.57638,                 1.0775,                0.69037,                0.69689,                 1.1114,                0.88649,                0.83298,                0.92164,                 0.7561,                0.81474,                0.65644,                 1.2755,                 0.8323,                0.74551,                 1.3159,             0.00028135,             0.00028135,             0.00028135
                     50,                 0.5967,                0.54471,                 1.0668,                0.66236,                0.64835,                  1.095,                0.79328,                0.83537,                0.89064,                0.72805,                0.80494,                0.70277,                 1.2948,                0.83029,                0.82185,                 1.3216,             0.00028025,             0.00028025,             0.00028025
                     51,                0.60866,                0.54223,                  1.065,                0.68108,                0.63797,                 1.0921,                0.87518,                 0.8474,                0.91884,                0.75069,                0.84222,                0.79052,                 1.3198,                0.86383,                0.86261,                 1.3583,             0.00027915,             0.00027915,             0.00027915
