                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                0.72239,                 1.3004,                 1.1563,                0.74289,                 2.2201,                 1.1683,                0.72014,                 0.7521,                0.80529,                0.66354,                0.81701,                 1.2626,                 1.2236,                0.84598,                 2.7199,                 1.2853,             0.00028685,             0.00028685,             0.00028685
                     17,                0.71194,                 1.2686,                 1.1472,                0.73484,                 2.1227,                 1.1598,                0.74163,                0.64702,                0.80605,                0.66741,                0.82643,                 1.2349,                 1.1824,                0.86498,                 2.6553,                 1.2303,             0.00028355,             0.00028355,             0.00028355
                     18,                0.70593,                 1.2032,                  1.149,                0.73975,                 2.0003,                 1.1606,                0.78116,                0.67248,                0.84381,                0.69047,                0.87211,                 1.0991,                 1.2444,                0.89824,                 2.3574,                 1.2812,             0.00028025,             0.00028025,             0.00028025
                     19,                0.67383,                 1.1843,                 1.1277,                0.71451,                 1.9303,                 1.1414,                0.72015,                0.72858,                0.80599,                0.62877,                0.98842,                 1.3341,                 1.3611,                 0.9947,                 2.4375,                 1.3564,             0.00027696,             0.00027696,             0.00027696
                     20,                 0.6729,                 1.0951,                 1.1274,                0.71499,                 1.7797,                 1.1443,                0.62508,                0.79929,                0.83404,                0.68212,                 0.8841,                 1.2267,                 1.2605,                0.88872,                  2.272,                 1.2755,             0.00027366,             0.00027366,             0.00027366
                     21,                0.68586,                 1.0905,                 1.1399,                0.73252,                 1.7363,                 1.1594,                 0.7649,                0.74385,                0.83923,                0.69956,                  0.794,                 1.1312,                 1.1796,                 0.8038,                 2.0487,                 1.1995,             0.00027036,             0.00027036,             0.00027036
                     22,                0.68299,                 1.0699,                 1.1116,                0.71553,                 1.6997,                 1.1256,                0.77796,                0.78294,                0.86175,                0.66937,                 1.0137,                 1.0166,                 1.3693,                 1.0211,                 1.8859,                 1.3776,             0.00026707,             0.00026707,             0.00026707
                     23,                0.67205,                 1.0345,                 1.1235,                0.70901,                  1.612,                 1.1399,                0.75475,                0.77182,                0.85516,                0.68615,                0.90674,                 1.0188,                 1.2572,                0.92209,                 1.8582,                 1.2826,             0.00026377,             0.00026377,             0.00026377
                     24,                0.67687,                 1.0263,                 1.1236,                0.71479,                 1.5787,                 1.1449,                0.88548,                0.76921,                0.90505,                0.72194,                0.93302,                 1.0129,                 1.2991,                0.92725,                  1.656,                 1.3099,             0.00026047,             0.00026047,             0.00026047
                     25,                0.66243,                0.98923,                 1.1154,                0.69702,                 1.5039,                 1.1312,                0.77617,                0.83291,                0.88873,                0.71008,                0.96168,                0.93651,                 1.2937,                0.97323,                 1.5948,                 1.3278,             0.00025718,             0.00025718,             0.00025718
                     26,                0.65954,                0.96633,                 1.1133,                0.70052,                 1.4501,                 1.1305,                0.76104,                0.72915,                0.80832,                0.64447,                0.92105,                0.97811,                 1.2776,                 0.9245,                 1.7034,                 1.2765,             0.00025388,             0.00025388,             0.00025388
                     27,                0.65579,                0.94548,                 1.1042,                0.69773,                 1.4086,                 1.1228,                0.81023,                0.73164,                0.86445,                   0.72,                0.79858,                0.94789,                 1.1849,                0.81819,                  1.566,                 1.2021,             0.00025058,             0.00025058,             0.00025058
                     28,                0.63994,                0.92573,                 1.0997,                0.68736,                 1.3732,                 1.1203,                0.86937,                 0.7509,                 0.8855,                0.72368,                0.82353,                0.92658,                 1.1948,                0.83582,                  1.457,                 1.2354,             0.00024729,             0.00024729,             0.00024729
                     29,                0.63739,                0.90554,                 1.0966,                0.68151,                 1.3361,                 1.1144,                0.74441,                0.77101,                0.87433,                0.70465,                0.91767,                0.88211,                 1.2763,                0.91387,                 1.4315,                 1.2837,             0.00024399,             0.00024399,             0.00024399
                     30,                0.63818,                0.89072,                 1.0987,                0.67813,                 1.2948,                 1.1182,                0.80336,                 0.7761,                0.89708,                0.69743,                0.96108,                0.89414,                 1.3469,                 0.9576,                 1.3773,                 1.3415,             0.00024069,             0.00024069,             0.00024069
                     31,                0.66077,                0.90259,                 1.1065,                0.69898,                  1.282,                 1.1235,                0.73101,                0.79447,                0.86274,                0.73585,                0.71556,                0.96441,                 1.1081,                0.74756,                 1.3952,                 1.1328,              0.0002374,              0.0002374,              0.0002374
                     32,                0.62447,                0.83412,                  1.084,                 0.6729,                 1.2046,                 1.1011,                0.84867,                  0.793,                0.88601,                 0.7193,                0.87866,                0.90758,                 1.2442,                0.89272,                 1.3583,                 1.2738,              0.0002341,              0.0002341,              0.0002341
                     33,                0.64092,                0.86661,                 1.0973,                0.68821,                 1.2383,                 1.1197,                0.83696,                0.75658,                 0.8446,                0.66726,                0.92486,                 1.0098,                 1.3045,                0.94694,                 1.4611,                 1.3319,              0.0002308,              0.0002308,              0.0002308
                     34,                0.62305,                0.82238,                 1.0925,                0.66769,                 1.1685,                 1.1116,                0.88093,                0.79016,                0.88953,                0.71191,                0.87439,                 0.8357,                 1.2319,                0.88807,                 1.1399,                 1.2561,             0.00022751,             0.00022751,             0.00022751
                     35,                0.62004,                0.78938,                 1.0863,                0.66441,                 1.1293,                 1.1038,                0.82027,                0.77151,                0.88555,                0.69911,                 0.9544,                0.90172,                 1.3188,                0.96788,                 1.2633,                 1.3557,             0.00022421,             0.00022421,             0.00022421
                     36,                0.61184,                0.77583,                 1.0699,                0.65249,                 1.0908,                 1.0883,                0.82594,                0.84424,                0.90526,                0.71336,                0.94206,                0.84001,                 1.3109,                0.93755,                 1.1206,                 1.3232,             0.00022091,             0.00022091,             0.00022091
                     37,                0.62242,                0.79866,                 1.0834,                0.66522,                 1.1238,                 1.1034,                0.79043,                0.85372,                0.90527,                0.70049,                0.96202,                0.82619,                 1.3292,                0.98785,                  1.154,                  1.369,             0.00021762,             0.00021762,             0.00021762
                     38,                0.61884,                0.77181,                 1.0833,                0.66991,                 1.0808,                 1.1089,                0.86507,                0.86034,                0.92138,                0.75551,                0.85741,                0.81613,                 1.2416,                0.84698,                 1.1191,                 1.2462,             0.00021432,             0.00021432,             0.00021432
                     39,                0.60868,                0.75447,                   1.08,                0.65439,                 1.0504,                 1.1026,                0.89759,                0.76009,                0.90594,                 0.7215,                0.94573,                0.76469,                 1.3178,                  0.944,                 1.0351,                 1.3477,             0.00021102,             0.00021102,             0.00021102
                     40,                0.59743,                0.75705,                 1.0757,                0.64578,                 1.0434,                  1.094,                 0.8137,                0.86795,                0.91798,                0.76829,                 0.7872,                0.71729,                 1.1645,                0.81009,                 1.0083,                 1.2002,             0.00020773,             0.00020773,             0.00020773
                     41,                0.58798,                0.71259,                 1.0627,                0.63438,                0.97485,                 1.0847,                0.88646,                0.78669,                0.89384,                0.75562,                0.77663,                0.78248,                 1.1823,                0.76911,                 1.0656,                 1.1858,             0.00020443,             0.00020443,             0.00020443
                     42,                0.59289,                0.71665,                 1.0712,                0.63777,                0.98841,                 1.0909,                0.83935,                  0.819,                0.89402,                0.73803,                0.82806,                0.82213,                 1.2235,                0.82181,                 1.0827,                 1.2377,             0.00020113,             0.00020113,             0.00020113
                     43,                0.61489,                0.72864,                 1.0793,                 0.6594,                 1.0025,                 1.0991,                0.82283,                0.87903,                0.90092,                0.70524,                 0.9533,                0.74581,                 1.3488,                0.94802,                  1.023,                 1.3552,             0.00019784,             0.00019784,             0.00019784
                     44,                0.59329,                0.72157,                  1.072,                 0.6356,                0.98126,                 1.0911,                0.84096,                0.84817,                0.93646,                0.76458,                0.83644,                 0.7759,                 1.2385,                 0.8369,                  1.048,                 1.2524,             0.00019454,             0.00019454,             0.00019454
                     45,                0.59525,                0.68992,                 1.0675,                0.64204,                0.94517,                  1.083,                0.89014,                0.85326,                0.93794,                0.80381,                0.67182,                0.77349,                 1.0948,                0.69286,                 1.0169,                 1.1211,             0.00019124,             0.00019124,             0.00019124
                     46,                0.59016,                0.70587,                 1.0652,                0.63562,                0.95543,                 1.0864,                0.90461,                0.78346,                0.90066,                0.75554,                 0.7719,                0.67651,                 1.1735,                 0.7892,                0.92054,                 1.2181,             0.00018795,             0.00018795,             0.00018795
                     47,                0.57507,                0.65638,                 1.0532,                0.62603,                0.87133,                 1.0741,                0.87073,                0.80082,                0.90814,                0.71973,                0.95066,                0.73456,                 1.3268,                0.96831,                0.99836,                 1.3705,             0.00018465,             0.00018465,             0.00018465
                     48,                0.57496,                0.67735,                 1.0557,                  0.618,                0.91625,                 1.0754,                0.85346,                0.85346,                0.92146,                0.75275,                0.85013,                0.65738,                 1.2121,                0.86422,                0.83125,                 1.2478,             0.00018135,             0.00018135,             0.00018135
                     49,                0.58797,                 0.6804,                 1.0598,                0.63214,                0.90474,                 1.0789,                 0.8809,                 0.8034,                 0.9019,                0.74312,                0.79869,                0.68083,                  1.188,                0.80837,                0.91314,                 1.2089,             0.00017806,             0.00017806,             0.00017806
                     50,                0.55563,                0.64199,                 1.0466,                0.59342,                0.84986,                 1.0625,                0.86702,                0.86301,                0.90582,                0.75623,                0.78673,                0.72772,                 1.1924,                0.80822,                   0.96,                 1.2118,             0.00017476,             0.00017476,             0.00017476
                     51,                0.56627,                0.63874,                 1.0487,                0.61168,                0.85148,                 1.0676,                0.86871,                0.84364,                0.91743,                0.73875,                0.89486,                0.65394,                 1.2932,                0.91578,                0.87051,                 1.3227,             0.00017146,             0.00017146,             0.00017146
                     52,                0.57845,                0.62318,                 1.0725,                0.62632,                0.81621,                 1.0937,                0.91062,                0.76517,                0.90283,                0.73777,                0.84506,                0.74218,                 1.2565,                0.85239,                0.97727,                 1.2672,             0.00016817,             0.00016817,             0.00016817
                     53,                 0.5576,                0.60791,                 1.0513,                0.60875,                0.80391,                  1.069,                0.84258,                0.84966,                0.90657,                0.72401,                0.90673,                0.76392,                 1.3004,                 0.9165,                 1.0114,                 1.3199,             0.00016487,             0.00016487,             0.00016487
                     54,                0.56621,                0.61869,                 1.0478,                0.61344,                0.81582,                   1.07,                0.89728,                0.84021,                 0.9067,                0.74212,                0.85789,                0.67206,                 1.2438,                0.86636,                0.88162,                 1.2497,             0.00016157,             0.00016157,             0.00016157
                     55,                0.55535,                0.60467,                 1.0493,                0.60328,                0.77994,                 1.0701,                0.87294,                0.80916,                 0.9144,                0.75211,                0.83968,                0.65788,                 1.2285,                0.85873,                0.84851,                 1.2524,             0.00015827,             0.00015827,             0.00015827
                     56,                0.54093,                0.61128,                 1.0361,                0.58238,                 0.8154,                 1.0537,                0.87779,                0.81846,                0.90274,                0.73819,                0.84362,                 0.7234,                 1.2468,                0.84082,                0.94451,                  1.236,             0.00015498,             0.00015498,             0.00015498
                     57,                0.54564,                0.58253,                 1.0365,                0.58783,                0.76819,                 1.0544,                0.90406,                0.85454,                0.92742,                0.77589,                0.77729,                0.66699,                 1.1718,                0.78882,                0.85298,                 1.1892,             0.00015168,             0.00015168,             0.00015168
                     58,                0.55065,                0.59479,                 1.0444,                0.59788,                0.76573,                 1.0668,                0.87838,                0.86189,                0.93099,                0.77723,                0.78008,                0.59214,                 1.1744,                0.78635,                0.77805,                 1.1829,             0.00014838,             0.00014838,             0.00014838
                     59,                0.55728,                0.59305,                 1.0553,                0.60328,                0.78424,                 1.0719,                0.91147,                0.82373,                0.93874,                0.77176,                 0.8099,                 0.6543,                 1.2231,                0.82225,                0.82965,                 1.2388,             0.00014509,             0.00014509,             0.00014509
                     60,                 0.5431,                0.56774,                  1.042,                0.59019,                 0.7472,                 1.0604,                0.84228,                0.86695,                0.91134,                0.75211,                0.80111,                0.70329,                 1.2321,                0.81014,                0.89284,                 1.2285,             0.00014179,             0.00014179,             0.00014179
                     61,                0.53867,                0.56088,                 1.0347,                0.58512,                0.74045,                 1.0551,                0.85677,                0.86549,                0.90159,                0.71443,                0.92318,                0.73044,                 1.3273,                0.91451,                0.98475,                 1.3038,             0.00013849,             0.00013849,             0.00013849
                     62,                0.53832,                0.56579,                 1.0396,                  0.588,                0.73082,                 1.0592,                0.89916,                0.85355,                0.92467,                 0.7561,                 0.8698,                0.67253,                 1.2605,                0.85809,                0.90057,                 1.2505,              0.0001352,              0.0001352,              0.0001352
                     63,                0.54347,                0.56894,                 1.0373,                 0.5924,                0.75426,                 1.0536,                0.88825,                0.85854,                0.92185,                0.74136,                0.90258,                 0.6994,                 1.2933,                0.89711,                0.90942,                 1.2939,              0.0001319,              0.0001319,              0.0001319
                     64,                0.53973,                0.56844,                 1.0392,                0.58191,                0.74029,                 1.0559,                0.79834,                0.85107,                0.89369,                0.72312,                0.86675,                0.68067,                 1.2687,                0.87691,                0.87534,                 1.2807,              0.0001286,              0.0001286,              0.0001286
                     65,                0.53384,                0.53516,                 1.0307,                0.57493,                0.69646,                 1.0469,                0.92139,                0.86715,                0.93363,                0.76202,                0.81343,                0.63487,                 1.2171,                0.83747,                0.82948,                 1.2482,             0.00012531,             0.00012531,             0.00012531
                     66,                0.53564,                0.54561,                 1.0335,                0.57925,                0.71524,                 1.0506,                0.92584,                0.82681,                0.93617,                 0.7326,                0.94336,                 0.6779,                 1.3365,                0.95297,                0.85091,                 1.3536,             0.00012201,             0.00012201,             0.00012201
                     67,                0.51161,                0.53589,                 1.0187,                0.55905,                0.69737,                 1.0389,                0.92957,                0.85428,                0.92847,                0.74854,                0.89439,                0.65541,                 1.2902,                0.90869,                0.85229,                 1.3054,             0.00011871,             0.00011871,             0.00011871
                     68,                0.52491,                0.53361,                 1.0344,                0.56757,                0.70088,                 1.0526,                0.88566,                0.85071,                0.90039,                0.73046,                0.85672,                0.61966,                 1.2497,                0.84767,                0.85728,                 1.2412,             0.00011542,             0.00011542,             0.00011542
                     69,                0.51623,                0.52122,                 1.0349,                0.56343,                  0.659,                 1.0516,                0.89864,                 0.8375,                0.92171,                0.74584,                0.84206,                0.69187,                 1.2371,                0.84508,                0.89148,                 1.2577,             0.00011212,             0.00011212,             0.00011212
                     70,                0.51284,                0.50667,                 1.0229,                0.55864,                0.65644,                 1.0409,                0.89447,                 0.8624,                0.92537,                0.77841,                0.75771,                 0.6261,                 1.1561,                0.76415,                 0.8421,                 1.1685,             0.00010882,             0.00010882,             0.00010882
                     71,                0.51523,                0.49974,                 1.0252,                0.56167,                0.65057,                 1.0437,                0.89472,                0.85955,                 0.9435,                 0.7642,                0.86788,                0.62124,                 1.2587,                0.90054,                0.78596,                 1.2983,             0.00010553,             0.00010553,             0.00010553
                     72,                 0.5249,                0.52404,                 1.0286,                0.57557,                0.68158,                 1.0487,                 0.8883,                0.88506,                0.94407,                0.75355,                0.90769,                0.60762,                 1.2966,                0.92605,                0.75764,                 1.3135,             0.00010223,             0.00010223,             0.00010223
                     73,                0.50716,                0.50358,                 1.0183,                0.54801,                0.65212,                 1.0354,                0.91303,                 0.8495,                0.93814,                0.77031,                0.84908,                 0.6378,                 1.2454,                0.85457,                0.81423,                 1.2513,             9.8934e-05,             9.8934e-05,             9.8934e-05
                     74,                0.50017,                0.47507,                  1.016,                 0.5416,                0.60951,                 1.0324,                0.91849,                0.86606,                0.94159,                 0.7784,                0.82859,                0.55908,                 1.2324,                 0.8477,                0.75272,                 1.2566,             9.5638e-05,             9.5638e-05,             9.5638e-05
                     75,                0.49265,                0.48221,                 1.0075,                0.53458,                0.62604,                 1.0231,                0.92938,                0.86425,                 0.9425,                0.75325,                0.90046,                0.61029,                 1.3097,                0.90979,                0.74376,                 1.3216,             9.2341e-05,             9.2341e-05,             9.2341e-05
                     76,                0.50015,                0.48061,                 1.0183,                0.54481,                0.62023,                 1.0348,                0.91245,                0.83064,                0.94197,                0.76355,                0.84425,                0.63394,                 1.2485,                0.85947,                0.78875,                 1.2734,             8.9044e-05,             8.9044e-05,             8.9044e-05
                     77,                0.49606,                0.47458,                 1.0104,                0.53919,                0.60494,                 1.0283,                0.91507,                0.83316,                0.93736,                0.76751,                0.82038,                0.62534,                 1.2277,                0.82022,                0.78853,                 1.2357,             8.5748e-05,             8.5748e-05,             8.5748e-05
                     78,                0.49634,                0.48744,                 1.0122,                0.54734,                0.61662,                 1.0322,                0.89364,                0.88427,                0.94145,                0.77018,                0.81593,                0.57313,                 1.2227,                0.82437,                 0.7796,                 1.2314,             8.2451e-05,             8.2451e-05,             8.2451e-05
                     79,                 0.5047,                0.47585,                 1.0208,                0.55235,                0.59048,                 1.0387,                0.87017,                 0.8194,                0.90089,                0.73742,                0.83772,                0.59242,                 1.2413,                0.84393,                0.82334,                 1.2555,             7.9154e-05,             7.9154e-05,             7.9154e-05
                     80,                0.49147,                0.46386,                 1.0121,                0.53469,                0.59788,                 1.0314,                0.86509,                0.88418,                 0.9314,                0.76156,                0.85471,                0.61361,                 1.2532,                0.86282,                0.78389,                 1.2618,             7.5857e-05,             7.5857e-05,             7.5857e-05
                     81,                0.48548,                0.47247,                 1.0088,                0.52894,                0.61491,                 1.0283,                 0.8791,                0.89189,                0.94822,                0.78395,                0.80562,                0.57444,                 1.1969,                0.80797,                0.71807,                 1.2091,             7.2561e-05,             7.2561e-05,             7.2561e-05
                     82,                 0.4789,                0.47158,                 1.0111,                0.51484,                0.61572,                 1.0241,                0.90447,                0.84765,                0.93736,                0.75501,                0.85984,                0.58446,                 1.2637,                0.86875,                0.76454,                 1.2801,             6.9264e-05,             6.9264e-05,             6.9264e-05
                     83,                0.47039,                0.44322,                 1.0086,                0.50943,                0.57387,                 1.0255,                0.89275,                0.88192,                0.93198,                0.75645,                0.87418,                 0.6146,                 1.2782,                0.87897,                0.78041,                 1.2932,             6.5967e-05,             6.5967e-05,             6.5967e-05
                     84,                 0.4738,                0.43542,                 1.0034,                0.52156,                0.54265,                 1.0202,                0.88263,                0.90108,                0.94633,                0.78014,                0.80936,                0.56846,                 1.2271,                0.80734,                0.75172,                 1.2361,             6.2671e-05,             6.2671e-05,             6.2671e-05
                     85,                 0.4776,                0.44393,                 1.0032,                 0.5286,                0.57162,                 1.0213,                0.92327,                0.86131,                0.94571,                0.77635,                0.84277,                0.58683,                 1.2643,                0.84591,                0.73818,                 1.2773,             5.9374e-05,             5.9374e-05,             5.9374e-05
                     86,                0.47674,                0.43903,                 1.0093,                 0.5187,                0.56362,                 1.0253,                0.91204,                0.83817,                 0.9336,                0.76046,                0.84454,                0.61191,                 1.2598,                 0.8645,                0.76556,                 1.2856,             5.6077e-05,             5.6077e-05,             5.6077e-05
                     87,                0.47317,                0.42913,                0.99613,                0.52123,                0.54777,                 1.0155,                0.91492,                0.85506,                0.93992,                0.77972,                0.81368,                0.57371,                  1.222,                0.82507,                0.73731,                 1.2422,             5.2781e-05,             5.2781e-05,             5.2781e-05
                     88,                0.45434,                0.41838,                0.98999,                0.49308,                0.52863,                  1.006,                0.91105,                 0.8609,                0.94727,                0.77374,                0.83914,                0.56016,                 1.2457,                0.85019,                0.68411,                  1.264,             4.9484e-05,             4.9484e-05,             4.9484e-05
                     89,                0.46716,                0.43859,                0.99846,                0.50915,                0.56601,                  1.016,                0.89214,                0.85575,                0.94323,                0.77955,                0.82082,                0.51983,                 1.2309,                0.82808,                0.73429,                 1.2452,             4.6187e-05,             4.6187e-05,             4.6187e-05
                     90,                0.45789,                0.41236,                0.99076,                0.49937,                0.52361,                 1.0064,                0.92972,                0.87074,                0.94614,                0.78184,                 0.7971,                0.55612,                 1.2114,                0.81335,                0.72953,                 1.2353,              4.289e-05,              4.289e-05,              4.289e-05
                     91,                0.32911,                0.28416,                0.91594,                 0.3321,                0.30276,                0.92189,                0.90017,                0.87547,                0.94591,                0.78443,                0.80836,                0.60415,                 1.2304,                 0.8235,                0.76159,                 1.2554,             3.9594e-05,             3.9594e-05,             3.9594e-05
                     92,                0.31788,                0.26313,                0.90521,                0.31874,                0.28633,                0.90935,                0.89887,                0.89395,                0.94663,                0.79113,                0.78856,                0.59414,                 1.2056,                0.79349,                0.76637,                 1.2286,             3.6297e-05,             3.6297e-05,             3.6297e-05
                     93,                0.31885,                0.25683,                0.90042,                0.32334,                0.27803,                0.90619,                0.92111,                0.83415,                0.94139,                0.78818,                0.78093,                0.60693,                 1.2058,                0.77993,                0.81141,                 1.2096,                3.3e-05,                3.3e-05,                3.3e-05
                     94,                  0.308,                0.25296,                0.90041,                0.30973,                0.27009,                0.90399,                0.88645,                0.89007,                0.93899,                0.78311,                0.79283,                0.60551,                 1.2062,                 0.8016,                0.78636,                  1.231,             2.9704e-05,             2.9704e-05,             2.9704e-05
                     95,                0.30649,                0.25018,                0.89507,                0.30951,                0.26802,                0.89924,                0.93837,                0.86773,                0.95126,                0.79018,                0.79733,                0.61599,                 1.2222,                0.81205,                0.76275,                  1.246,             2.6407e-05,             2.6407e-05,             2.6407e-05
                     96,                0.29809,                0.24475,                 0.8959,                0.30046,                0.25777,                0.89992,                0.93246,                0.87086,                0.94193,                0.78617,                0.78392,                0.61559,                 1.2079,                0.79221,                0.79017,                 1.2159,              2.311e-05,              2.311e-05,              2.311e-05
                     97,                0.30105,                0.24469,                0.89747,                0.30567,                0.25866,                0.90281,                 0.9014,                0.87548,                0.94816,                0.79443,                 0.7784,                0.60949,                 1.2053,                0.78015,                0.79813,                 1.2033,             1.9814e-05,             1.9814e-05,             1.9814e-05
                     98,                0.29321,                0.23887,                0.89188,                0.29685,                0.25217,                 0.8966,                0.89701,                0.86662,                0.93889,                0.79086,                0.75747,                0.59588,                 1.1937,                0.75913,                0.78502,                  1.192,             1.6517e-05,             1.6517e-05,             1.6517e-05
                     99,                0.29545,                0.23794,                0.88781,                0.29727,                0.24379,                0.89135,                0.89726,                0.87029,                0.93904,                0.78834,                0.75428,                0.59487,                 1.1933,                0.76558,                0.75583,                  1.212,              1.322e-05,              1.322e-05,              1.322e-05
                    100,                0.28939,                0.23283,                0.88291,                0.29035,                  0.242,                0.88541,                0.90762,                0.87964,                0.94401,                 0.7932,                0.76006,                0.59641,                 1.1982,                 0.7572,                0.78195,                 1.2212,             9.9234e-06,             9.9234e-06,             9.9234e-06
